"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"2","0.000154","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"3","0.000226","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"4","0.000296","192.168.0.183","104.17.64.70","UDP","1274","60492  >  443 Len=1232"
"5","0.012284","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"6","0.012284","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"7","0.019721","104.17.64.70","192.168.0.183","UDP","68","443  >  60492 Len=26"
"8","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"9","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"10","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"11","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"12","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"13","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"14","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"15","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"16","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"17","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"18","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"19","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"20","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"21","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"22","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"23","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"24","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"25","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"26","0.081262","104.17.64.70","192.168.0.183","UDP","413","443  >  60492 Len=371"
"27","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"28","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"29","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"30","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"31","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"32","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"33","0.081262","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"34","0.081262","104.17.64.70","192.168.0.183","UDP","1039","443  >  60492 Len=997"
"35","0.081632","192.168.0.183","104.17.64.70","UDP","86","60492  >  443 Len=44"
"36","0.081748","192.168.0.183","104.17.64.70","UDP","86","60492  >  443 Len=44"
"37","0.088776","192.168.0.183","104.17.64.70","UDP","87","60492  >  443 Len=45"
"38","0.100617","104.17.64.70","192.168.0.183","UDP","65","443  >  60492 Len=23"
"39","0.104096","192.168.0.183","104.17.64.70","UDP","87","60492  >  443 Len=45"
"40","0.523524","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"41","0.523792","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"42","0.523832","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"43","0.523864","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"44","0.523896","192.168.0.183","104.17.64.70","UDP","100","60492  >  443 Len=58"
"45","0.538032","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"46","0.538032","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"47","0.540384","104.17.64.70","192.168.0.183","UDP","68","443  >  60492 Len=26"
"48","0.742922","192.168.0.183","104.17.64.70","UDP","83","60492  >  443 Len=41"
"49","0.759840","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"50","0.832723","104.17.64.70","192.168.0.183","UDP","1026","443  >  60492 Len=984"
"51","0.834697","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"52","0.834697","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"53","0.834697","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"54","0.834697","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"55","0.834697","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"56","0.834697","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"57","0.834697","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"58","0.834697","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"59","0.835222","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"60","0.835222","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"61","0.835222","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"62","0.835222","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"63","0.835222","104.17.64.70","192.168.0.183","UDP","766","443  >  60492 Len=724"
"64","0.835417","192.168.0.183","104.17.64.70","UDP","86","60492  >  443 Len=44"
"65","0.837924","192.168.0.183","104.17.64.70","UDP","87","60492  >  443 Len=45"
"66","0.839199","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"67","0.839199","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"68","0.839199","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"69","0.839199","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"70","0.839199","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"71","0.839199","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"72","0.839199","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"73","0.839199","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"74","0.839199","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"75","0.839199","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"76","0.839199","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"77","0.839199","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"78","0.839199","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
