"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"2","0.000049","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"3","0.000086","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"4","0.000112","192.168.0.183","104.17.64.70","UDP","1087","60492  >  443 Len=1045"
"5","0.017644","104.17.64.70","192.168.0.183","UDP","68","443  >  60492 Len=26"
"6","0.221494","192.168.0.183","104.17.64.70","UDP","83","60492  >  443 Len=41"
"7","0.240365","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"8","0.442577","192.168.0.183","104.17.64.70","UDP","83","60492  >  443 Len=41"
"9","0.457689","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"10","0.670643","192.168.0.183","104.17.64.70","UDP","83","60492  >  443 Len=41"
"11","0.684301","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"12","0.886333","192.168.0.183","104.17.64.70","UDP","83","60492  >  443 Len=41"
"13","0.925445","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"14","1.135047","192.168.0.183","104.17.64.70","UDP","83","60492  >  443 Len=41"
"15","1.144019","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"16","1.349240","192.168.0.183","104.17.64.70","UDP","83","60492  >  443 Len=41"
"17","1.361854","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"18","1.766812","192.168.0.183","104.17.64.70","UDP","83","60492  >  443 Len=41"
"19","1.779852","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"20","2.583667","192.168.0.183","104.17.64.70","UDP","83","60492  >  443 Len=41"
"21","2.596103","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"22","3.209395","192.168.0.183","104.17.64.70","UDP","87","60492  >  443 Len=45"
"23","3.209515","192.168.0.183","104.17.64.70","UDP","93","60492  >  443 Len=51"
"24","3.220038","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"25","3.220112","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"26","3.220143","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"27","3.220171","192.168.0.183","104.17.64.70","UDP","1112","60492  >  443 Len=1070"
"28","3.221946","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"29","3.227430","104.17.64.70","192.168.0.183","UDP","73","443  >  60492 Len=31"
"30","3.230248","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"31","3.241136","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"32","3.251382","104.17.64.70","192.168.0.183","UDP","70","443  >  60492 Len=28"
"33","3.265512","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"34","4.853586","192.168.0.183","104.17.64.70","UDP","83","60492  >  443 Len=41"
"35","4.866318","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"36","4.954013","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"37","4.954013","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"38","4.954013","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"39","4.954013","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"40","4.954013","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"41","4.954013","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"42","4.954013","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"43","4.954013","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"44","4.954013","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"45","4.954013","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"46","4.954013","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"47","4.954013","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"48","4.954013","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"49","4.954013","104.17.64.70","192.168.0.183","UDP","1035","443  >  60492 Len=993"
"50","4.954369","192.168.0.183","104.17.64.70","UDP","87","60492  >  443 Len=45"
"51","4.958125","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"52","5.029188","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"53","5.029188","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"54","5.029188","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"55","5.029188","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"56","5.029188","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"57","5.029188","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"58","5.029188","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"59","5.029188","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"60","5.029188","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"61","5.029188","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"62","5.029188","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"63","5.029188","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"64","5.029188","104.17.64.70","192.168.0.183","UDP","863","443  >  60492 Len=821"
"65","5.029657","192.168.0.183","104.17.64.70","UDP","87","60492  >  443 Len=45"
"66","5.032839","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"67","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"68","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"69","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"70","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"71","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"72","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"73","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"74","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"75","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"76","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"77","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"78","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"79","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"80","5.041151","104.17.64.70","192.168.0.183","UDP","805","443  >  60492 Len=763"
"81","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"82","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"83","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"84","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"85","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"86","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"87","5.041151","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"88","5.041151","104.17.64.70","192.168.0.183","UDP","296","443  >  60492 Len=254"
"89","5.041651","192.168.0.183","104.17.64.70","UDP","87","60492  >  443 Len=45"
"90","5.041989","192.168.0.183","104.17.64.70","UDP","87","60492  >  443 Len=45"
"91","5.043577","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"92","5.043577","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"93","5.043577","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"94","5.043577","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"95","5.043577","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"96","5.043577","104.17.64.70","192.168.0.183","UDP","967","443  >  60492 Len=925"
"97","5.043577","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"98","5.043577","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"99","5.043577","104.17.64.70","192.168.0.183","UDP","995","443  >  60492 Len=953"
"100","5.043914","192.168.0.183","104.17.64.70","UDP","87","60492  >  443 Len=45"
"101","5.044664","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"102","5.044664","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"103","5.044664","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
