"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","104.17.64.70","UDP","1292","52377  >  443 Len=1250"
"2","0.000125","192.168.0.183","104.17.64.70","UDP","1292","52377  >  443 Len=1250"
"3","0.000159","192.168.0.183","104.17.64.70","UDP","393","52377  >  443 Len=351"
"4","0.026158","104.17.64.70","192.168.0.183","UDP","68","443  >  52377 Len=26"
"5","0.051150","104.17.64.70","192.168.0.183","UDP","334","443  >  52377 Len=292"
"6","0.055191","192.168.0.183","104.17.64.70","UDP","87","52377  >  443 Len=45"
"7","0.059700","192.168.0.183","104.17.64.70","UDP","90","52377  >  443 Len=48"
"8","0.066069","192.168.0.183","104.17.64.70","UDP","1292","52377  >  443 Len=1250"
"9","0.066145","192.168.0.183","104.17.64.70","UDP","1292","52377  >  443 Len=1250"
"10","0.066177","192.168.0.183","104.17.64.70","UDP","402","52377  >  443 Len=360"
"11","0.070614","104.17.64.70","192.168.0.183","UDP","67","443  >  52377 Len=25"
"12","0.088383","104.17.64.70","192.168.0.183","UDP","67","443  >  52377 Len=25"
"13","0.091006","104.17.64.70","192.168.0.183","UDP","68","443  >  52377 Len=26"
"14","0.284370","104.17.64.70","192.168.0.183","UDP","997","443  >  52377 Len=955"
"15","0.284370","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"16","0.284370","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"17","0.286397","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"18","0.286397","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"19","0.286397","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"20","0.286397","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"21","0.286397","104.17.64.70","192.168.0.183","R-GOOSE","1242",""
"22","0.286397","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"23","0.286397","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"24","0.286397","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"25","0.286397","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"26","0.286397","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"27","0.286397","104.17.64.70","192.168.0.183","UDP","814","443  >  52377 Len=772"
"28","0.286791","192.168.0.183","104.17.64.70","UDP","86","52377  >  443 Len=44"
"29","0.289564","192.168.0.183","104.17.64.70","UDP","87","52377  >  443 Len=45"
"30","0.289781","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"31","0.289781","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"32","0.289781","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"33","0.289781","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"34","0.289781","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"35","0.289781","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"36","0.289781","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"37","0.289781","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"38","0.289781","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"39","0.289781","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"40","0.289781","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
"41","0.289781","104.17.64.70","192.168.0.183","UDP","1242","443  >  52377 Len=1200"
