"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","104.17.64.70","QUIC","1292","Initial, DCID=1f8775784ecd03f8, PKN: 1, CRYPTO"
"2","0.000133","192.168.0.183","104.17.64.70","QUIC","1292","Initial, DCID=1f8775784ecd03f8, PKN: 2, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING"
"3","0.000427","192.168.0.183","104.17.64.70","QUIC","123","0-RTT, DCID=1f8775784ecd03f8"
"4","0.016285","104.17.64.70","192.168.0.183","QUIC","1242","Initial, SCID=011d1ca01e0642abdf1dbfa03b067592cf821662, PKN: 0, ACK"
"5","0.016285","104.17.64.70","192.168.0.183","QUIC","1242","Initial, SCID=011d1ca01e0642abdf1dbfa03b067592cf821662, PKN: 1, ACK"
"6","0.016285","104.17.64.70","192.168.0.183","QUIC","1242","Initial, SCID=011d1ca01e0642abdf1dbfa03b067592cf821662, PKN: 2, CRYPTO"
"7","0.016285","104.17.64.70","192.168.0.183","QUIC","1242","Handshake, SCID=011d1ca01e0642abdf1dbfa03b067592cf821662"
"8","0.016818","192.168.0.183","104.17.64.70","QUIC","1292","Handshake, DCID=011d1ca01e0642abdf1dbfa03b067592cf821662"
"9","0.035072","104.17.64.70","192.168.0.183","QUIC","90","Protected Payload (KP0)"
"10","0.035072","104.17.64.70","192.168.0.183","QUIC","66","Protected Payload (KP0)"
"11","0.035072","104.17.64.70","192.168.0.183","QUIC","66","Protected Payload (KP0)"
"12","0.035072","104.17.64.70","192.168.0.183","QUIC","91","Protected Payload (KP0)"
"13","0.035349","192.168.0.183","104.17.64.70","QUIC","85","Protected Payload (KP0), DCID=011d1ca01e0642abdf1dbfa03b067592cf821662"
"14","0.035437","192.168.0.183","104.17.64.70","QUIC","85","Protected Payload (KP0), DCID=011d1ca01e0642abdf1dbfa03b067592cf821662"
"15","0.035486","192.168.0.183","104.17.64.70","QUIC","89","Protected Payload (KP0), DCID=011d1ca01e0642abdf1dbfa03b067592cf821662"
"16","0.052865","104.17.64.70","192.168.0.183","QUIC","70","Protected Payload (KP0)"
"17","0.078707","192.168.0.183","104.17.64.70","QUIC","86","Protected Payload (KP0), DCID=011d1ca01e0642abdf1dbfa03b067592cf821662"
"18","0.115710","192.168.0.183","104.17.64.70","QUIC","1292","Protected Payload (KP0), DCID=011d1ca01e0642abdf1dbfa03b067592cf821662"
"19","0.115753","192.168.0.183","104.17.64.70","QUIC","1292","Protected Payload (KP0), DCID=011d1ca01e0642abdf1dbfa03b067592cf821662"
"20","0.115786","192.168.0.183","104.17.64.70","QUIC","1292","Protected Payload (KP0), DCID=011d1ca01e0642abdf1dbfa03b067592cf821662"
"21","0.115814","192.168.0.183","104.17.64.70","QUIC","492","Protected Payload (KP0), DCID=011d1ca01e0642abdf1dbfa03b067592cf821662"
"22","0.138888","104.17.64.70","192.168.0.183","QUIC","66","Protected Payload (KP0)"
"23","0.353831","192.168.0.183","104.17.64.70","QUIC","83","Protected Payload (KP0), DCID=011d1ca01e0642abdf1dbfa03b067592cf821662"
"24","0.366791","104.17.64.70","192.168.0.183","QUIC","65","Protected Payload (KP0)"
"25","0.568353","192.168.0.183","104.17.64.70","QUIC","83","Protected Payload (KP0), DCID=011d1ca01e0642abdf1dbfa03b067592cf821662"
"26","0.582454","104.17.64.70","192.168.0.183","QUIC","65","Protected Payload (KP0)"
"27","0.785343","192.168.0.183","104.17.64.70","QUIC","83","Protected Payload (KP0), DCID=011d1ca01e0642abdf1dbfa03b067592cf821662"
"28","0.798968","104.17.64.70","192.168.0.183","QUIC","65","Protected Payload (KP0)"
"29","0.887147","104.17.64.70","192.168.0.183","QUIC","1040","Protected Payload (KP0)"
"30","0.887147","104.17.64.70","192.168.0.183","QUIC","802","Protected Payload (KP0)"
"31","0.887147","104.17.64.70","192.168.0.183","QUIC","1242","Protected Payload (KP0)"
"32","0.887147","104.17.64.70","192.168.0.183","QUIC","994","Protected Payload (KP0)"
"33","0.887147","104.17.64.70","192.168.0.183","QUIC","977","Protected Payload (KP0)"
