"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"2","0.000076","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"3","0.000112","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"4","0.000179","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"5","0.000211","192.168.0.183","104.17.64.70","UDP","116","60492  >  443 Len=74"
"6","0.000274","192.168.0.183","104.17.64.70","UDP","1286","60492  >  443 Len=1244"
"7","0.000307","192.168.0.183","104.17.64.70","UDP","304","60492  >  443 Len=262"
"8","0.017346","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"9","0.017346","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"10","0.024597","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"11","0.129428","104.17.64.70","192.168.0.183","UDP","364","443  >  60492 Len=322"
"12","0.133207","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"13","0.138054","104.17.64.70","192.168.0.183","UDP","817","443  >  60492 Len=775"
"14","0.144268","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"15","0.161125","104.17.64.70","192.168.0.183","UDP","65","443  >  60492 Len=23"
"16","0.163996","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"17","0.356195","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"18","0.356267","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"19","0.356300","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"20","0.356327","192.168.0.183","104.17.64.70","UDP","1291","60492  >  443 Len=1249"
"21","0.356397","192.168.0.183","104.17.64.70","UDP","1286","60492  >  443 Len=1244"
"22","0.356433","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"23","0.356462","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"24","0.356490","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"25","0.356522","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"26","0.356551","192.168.0.183","104.17.64.70","UDP","355","60492  >  443 Len=313"
"27","0.369344","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"28","0.369460","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"29","0.369509","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"30","0.369549","192.168.0.183","104.17.64.70","UDP","1135","60492  >  443 Len=1093"
"31","0.369973","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"32","0.369973","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"33","0.383121","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"34","0.390372","104.17.64.70","192.168.0.183","UDP","68","443  >  60492 Len=26"
"35","0.394938","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"36","0.395059","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"37","0.395106","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"38","0.395152","192.168.0.183","104.17.64.70","UDP","1291","60492  >  443 Len=1249"
"39","0.395218","192.168.0.183","104.17.64.70","UDP","1286","60492  >  443 Len=1244"
"40","0.395266","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"41","0.395313","192.168.0.183","104.17.64.70","UDP","1226","60492  >  443 Len=1184"
"42","0.412339","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"43","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"44","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"45","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"46","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"47","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"48","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"49","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"50","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"51","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"52","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"53","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"54","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"55","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"56","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"57","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"58","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"59","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"60","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"61","0.438045","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"62","0.438045","104.17.64.70","192.168.0.183","UDP","1036","443  >  60492 Len=994"
"63","0.438404","192.168.0.183","104.17.64.70","UDP","87","60492  >  443 Len=45"
"64","0.438529","192.168.0.183","104.17.64.70","UDP","87","60492  >  443 Len=45"
"65","0.454402","104.17.64.70","192.168.0.183","UDP","65","443  >  60492 Len=23"
"66","0.462951","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"67","0.479267","192.168.0.183","104.17.64.70","UDP","87","60492  >  443 Len=45"
"68","0.479616","192.168.0.183","104.17.64.70","UDP","93","60492  >  443 Len=51"
"69","0.483099","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"70","0.483245","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"71","0.483299","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"72","0.483353","192.168.0.183","104.17.64.70","UDP","1291","60492  >  443 Len=1249"
"73","0.483403","192.168.0.183","104.17.64.70","UDP","1286","60492  >  443 Len=1244"
"74","0.483452","192.168.0.183","104.17.64.70","UDP","661","60492  >  443 Len=619"
"75","0.495276","104.17.64.70","192.168.0.183","UDP","73","443  >  60492 Len=31"
"76","0.497577","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"77","0.502067","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"78","0.510113","104.17.64.70","192.168.0.183","UDP","65","443  >  60492 Len=23"
"79","0.512265","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"80","0.560224","104.17.64.70","192.168.0.183","UDP","1193","443  >  60492 Len=1151"
"81","0.562143","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"82","0.562143","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"83","0.562143","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"84","0.562143","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"85","0.562143","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"86","0.562143","104.17.64.70","192.168.0.183","UDP","722","443  >  60492 Len=680"
"87","0.562450","192.168.0.183","104.17.64.70","UDP","87","60492  >  443 Len=45"
"88","0.575600","104.17.64.70","192.168.0.183","UDP","65","443  >  60492 Len=23"
"89","0.578235","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"90","0.610292","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"91","0.610292","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"92","0.610292","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"93","0.610292","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"94","0.610292","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"95","0.610292","104.17.64.70","192.168.0.183","UDP","987","443  >  60492 Len=945"
"96","0.612807","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"97","0.621245","104.17.64.70","192.168.0.183","UDP","65","443  >  60492 Len=23"
"98","0.621874","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"99","0.621936","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"100","0.621966","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"101","0.621992","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"102","0.622023","192.168.0.183","104.17.64.70","UDP","100","60492  >  443 Len=58"
"103","0.622065","192.168.0.183","104.17.64.70","UDP","1286","60492  >  443 Len=1244"
"104","0.622094","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"105","0.622129","192.168.0.183","104.17.64.70","UDP","1226","60492  >  443 Len=1184"
"106","0.666484","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"107","0.666484","104.17.64.70","192.168.0.183","UDP","67","443  >  60492 Len=25"
"108","0.823590","104.17.64.70","192.168.0.183","UDP","362","443  >  60492 Len=320"
"109","0.829441","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"110","0.839476","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"111","0.839476","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"112","0.839476","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"113","0.839476","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"114","0.839476","104.17.64.70","192.168.0.183","UDP","1242","443  >  60492 Len=1200"
"115","0.839476","104.17.64.70","192.168.0.183","UDP","722","443  >  60492 Len=680"
"116","0.841819","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"117","0.857619","104.17.64.70","192.168.0.183","UDP","65","443  >  60492 Len=23"
"118","0.861464","192.168.0.183","104.17.64.70","UDP","88","60492  >  443 Len=46"
"119","0.989844","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
"120","0.989907","192.168.0.183","104.17.64.70","UDP","1292","60492  >  443 Len=1250"
