"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","104.244.42.65","192.168.0.183","TLSv1.2","229","Application Data"
"2","0.049418","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=1 Ack=176 Win=1040 Len=0"
"3","2.037180","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=1 Ack=176 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"4","2.037180","192.168.0.183","104.244.42.65","TLSv1.2","174","Application Data"
"5","2.038015","192.168.0.183","104.244.42.65","TLSv1.2","239","Application Data"
"6","2.069972","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=176 Ack=1481 Win=5731 Len=0"
"7","2.118372","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=176 Ack=1666 Win=5735 Len=0"
"8","2.359992","104.244.42.65","192.168.0.183","TLSv1.2","182","Application Data"
"9","2.402501","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=1666 Ack=304 Win=1040 Len=0"
"10","3.318743","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=304 Ack=1666 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"11","3.318743","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=1664 Ack=1666 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"12","3.318743","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [PSH, ACK] Seq=3024 Ack=1666 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"13","3.318743","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=4384 Ack=1666 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"14","3.318743","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=5744 Ack=1666 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"15","3.318743","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [PSH, ACK] Seq=7104 Ack=1666 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"16","3.318743","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=8464 Ack=1666 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"17","3.318743","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=9824 Ack=1666 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"18","3.318743","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [PSH, ACK] Seq=11184 Ack=1666 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"19","3.318743","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=12544 Ack=1666 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"20","3.318743","104.244.42.65","192.168.0.183","TLSv1.2","1029","Application Data"
"21","3.318805","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=1666 Ack=14879 Win=1041 Len=0"
"22","3.319547","192.168.0.183","104.244.42.65","TLSv1.2","89","Application Data"
"23","3.363375","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=14879 Ack=1701 Win=5735 Len=0"
"24","3.363375","104.244.42.65","192.168.0.183","TCP","60","[TCP Dup ACK 23#1] 443  >  50717 [ACK] Seq=14879 Ack=1701 Win=5735 Len=0"
"25","3.567711","192.168.0.183","104.244.42.65","TLSv1.2","728","Application Data"
"26","3.567843","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=2375 Ack=14879 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"27","3.567843","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=3735 Ack=14879 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
