"No.","Time","Source","Destination","Protocol","Length","Info"
"70","6.277603","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=41030 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"71","6.277603","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=42390 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"72","6.277603","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=43750 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"73","6.277603","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=45110 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"74","6.277603","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=46470 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"75","6.277603","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=47830 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"76","6.277603","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=49190 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"77","6.277603","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=50550 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"78","6.277603","192.168.0.183","104.244.42.65","TLSv1.2","140","Application Data"
"79","6.277734","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=51996 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"80","6.277734","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=53356 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"81","6.277734","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=54716 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"82","6.277734","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=56076 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"83","6.277734","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=57436 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"84","6.277734","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=58796 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"85","6.277734","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=60156 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"86","6.277734","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=61516 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"87","6.277734","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=62876 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"88","6.277734","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=64236 Ack=16235 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"89","6.277734","192.168.0.183","104.244.42.65","TLSv1.2","512","Application Data"
"90","6.313643","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=16235 Ack=36950 Win=5730 Len=0"
"91","6.321398","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=16235 Ack=66054 Win=5682 Len=0"
"92","6.369505","104.244.42.65","192.168.0.183","TLSv1.2","182","Application Data"
"93","6.423231","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=66054 Ack=16363 Win=1040 Len=0"
"94","9.275721","192.168.0.183","104.244.42.65","TLSv1.2","238","Application Data"
"95","9.275871","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=66238 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"96","9.275871","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=67598 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"97","9.275871","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=68958 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"98","9.275871","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=70318 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"99","9.275871","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=71678 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"100","9.275871","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=73038 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"101","9.275871","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=74398 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"102","9.275871","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=75758 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"103","9.275871","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=77118 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"104","9.275871","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=78478 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"105","9.275871","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=79838 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"106","9.275871","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=81198 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"107","9.275871","192.168.0.183","104.244.42.65","TLSv1.2","140","Application Data"
"108","9.276004","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=82644 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"109","9.276004","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=84004 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"110","9.276004","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=85364 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"111","9.276004","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=86724 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"112","9.276004","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=88084 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"113","9.276004","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=89444 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"114","9.276004","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=90804 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"115","9.276004","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=92164 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"116","9.276004","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=93524 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"117","9.276004","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=94884 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"118","9.276004","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=96244 Ack=16363 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"119","9.276004","192.168.0.183","104.244.42.65","TLSv1.2","381","Application Data"
"120","9.313472","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=16363 Ack=67598 Win=5732 Len=0"
"121","9.318127","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=16363 Ack=85364 Win=5695 Len=0"
"122","9.318127","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=16363 Ack=97931 Win=5720 Len=0"
"123","9.342095","192.168.0.183","104.244.42.65","TLSv1.2","260","Application Data"
"124","9.364233","104.244.42.65","192.168.0.183","TLSv1.2","268","Application Data"
"125","9.396929","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=16577 Ack=98137 Win=5735 Len=0"
"126","9.412096","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=98137 Ack=16577 Win=1039 Len=0"
"127","9.654478","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=98137 Ack=16577 Win=1039 Len=1360 [TCP segment of a reassembled PDU]"
"128","9.654478","192.168.0.183","104.244.42.65","TLSv1.2","474","Application Data"
"129","9.692021","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=16577 Ack=99917 Win=5731 Len=0"
"130","9.754145","104.244.42.65","192.168.0.183","TLSv1.2","195","Application Data"
"131","9.800047","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=99917 Ack=16718 Win=1039 Len=0"
"132","10.424055","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=16718 Ack=99917 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"133","10.424055","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=18078 Ack=99917 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"134","10.424055","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [PSH, ACK] Seq=19438 Ack=99917 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"135","10.424055","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=20798 Ack=99917 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"136","10.424055","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=22158 Ack=99917 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"137","10.424055","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [PSH, ACK] Seq=23518 Ack=99917 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"138","10.424055","104.244.42.65","192.168.0.183","TLSv1.2","515","Application Data"
"139","10.424115","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=99917 Ack=25339 Win=1041 Len=0"
"140","10.424744","192.168.0.183","104.244.42.65","TLSv1.2","89","Application Data"
"141","10.461503","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=25339 Ack=99952 Win=5735 Len=0"
"142","11.108265","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=99952 Ack=25339 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"143","11.108265","192.168.0.183","104.244.42.65","TLSv1.2","543","Application Data"
"144","11.156362","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=25339 Ack=101801 Win=5730 Len=0"
"145","11.830429","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=25339 Ack=101801 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"146","11.830429","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=26699 Ack=101801 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"147","11.830429","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [PSH, ACK] Seq=28059 Ack=101801 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"148","11.830429","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=29419 Ack=101801 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"149","11.830429","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=30779 Ack=101801 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"150","11.830429","104.244.42.65","192.168.0.183","TLSv1.2","880","Application Data"
"151","11.830501","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=101801 Ack=32965 Win=1041 Len=0"
"152","12.431114","192.168.0.183","104.244.42.65","TLSv1.2","284","Application Data"
"153","12.431256","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=102031 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"154","12.431256","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=103391 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"155","12.431256","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=104751 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"156","12.431256","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=106111 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"157","12.431256","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=107471 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"158","12.431256","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=108831 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"159","12.431256","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=110191 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"160","12.431256","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=111551 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"161","12.431256","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=112911 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"162","12.431256","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=114271 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"163","12.431256","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=115631 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"164","12.431256","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=116991 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"165","12.431256","192.168.0.183","104.244.42.65","TLSv1.2","140","Application Data"
"166","12.431385","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=118437 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"167","12.431385","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=119797 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"168","12.431385","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=121157 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"169","12.431385","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=122517 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"170","12.431385","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=123877 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"171","12.431385","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=125237 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"172","12.431385","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=126597 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"173","12.431385","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=127957 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"174","12.431385","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=129317 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"175","12.431385","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=130677 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"176","12.431385","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=132037 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"177","12.431385","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=133397 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"178","12.431385","192.168.0.183","104.244.42.65","TLSv1.2","140","Application Data"
"179","12.431513","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=134843 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"180","12.431513","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=136203 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"181","12.431513","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=137563 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"182","12.431513","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=138923 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"183","12.431513","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=140283 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"184","12.431513","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=141643 Ack=32965 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
